full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Takefusa Kubo,21,991638000,2001-06-04,WC Qualification Asia,2022,Forward,Japan,202,99,103,Japan,6,3,3,0,0,0,0,0,0,0,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0.89,101,34,0,0,0,-1,-1,-1,35
Takehiro Tomiyasu,23,910252800,1998-11-05,WC Qualification Asia,2022,Defender,Japan,701,180,521,Japan,8,2,6,0,0,0,0,0,0,0,0,6,1,5,2,1,1,0,0,0,0,0,0,0,0,0.26,351,88,0,0,0,250,154,17,43
Takuma Asano,27,784454400,1994-11-10,WC Qualification Asia,2022,Forward,Japan,429,200,229,Japan,11,5,6,3,1,2,1,0,1,0,0,7,2,5,2,2,0,0,0,0.84,0.21,0.63,0.45,0.79,143,0.42,215,39,0,429,0,25,24,-1,6
Takumi Minamino,27,790243200,1995-01-16,WC Qualification Asia,2022,Forward,Japan,1056,465,591,Japan,15,7,8,10,5,5,5,4,1,1,0,11,4,7,2,2,0,0,0,1.28,0.43,0.85,0.97,0.76,106,0.17,528,70,0,211,0,11,4,-1,1
Takumi Odell,32,631526400,1990-01-05,WC Qualification Asia,2022,Defender,Guam,0,0,0,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Talal Al Fadhil,32,650358000,1990-08-11,WC Qualification Asia,2022,Defender,Kuwait,90,90,0,Kuwait,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,18
Tamer Haj Mohamad,34,576057600,1988-04-03,WC Qualification Asia,2022,Midfielder,Syria,90,0,90,Syria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,26
Tamer Seyam,29,722678400,1992-11-25,WC Qualification Asia,2022,Midfielder,Palestine,416,280,136,Palestine,6,4,2,2,2,0,0,0,0,2,0,4,4,0,4,0,4,1,0,0.43,0,0.43,0.64,0,208,0.87,104,69,416,0,0.22,60,436,-1,3
Tamirlan Kozubaev,28,773046000,1994-07-01,WC Qualification Asia,2022,Defender,Kyrgyzstan,630,360,270,Kyrgyzstan,7,4,3,1,1,0,0,0,0,0,0,1,1,0,11,4,7,2,0,0.14,0,0.14,0.25,0,630,1.57,57,90,315,0,0.29,188,485,155,5
Tan Chun Lok,26,821692800,1996-01-15,WC Qualification Asia,2022,Midfielder,Hong Kong,446,270,176,Hong Kong,5,3,2,1,0,1,0,0,0,0,0,2,2,0,5,2,3,0,0,0.2,0,0.2,0,0.51,446,1.01,89,89,0,0,0,142,334,-1,1
Tấn Tài Hồ,24,878803200,1997-11-06,WC Qualification Asia,2022,Defender,Vietnam,389,190,199,Vietnam,6,3,3,2,1,1,0,0,0,0,0,0,0,0,6,1,5,1,0,0.46,0,0.46,0.47,0.45,195,1.39,65,65,389,0,0.23,53,213,139,3
Tấn Trường Bùi,36,509184000,1986-02-19,WC Qualification Asia,2022,Goalkeeper,Vietnam,724,274,450,Vietnam,9,4,5,0,0,0,0,0,0,0,0,1,1,0,15,2,13,0,0,0,0,0,0,0,0,1.86,48,80,0,0,0,287,215,174,20
Tanaboon Kesarat,28,748594800,1993-09-21,WC Qualification Asia,2022,Midfielder,Thailand,270,180,90,Thailand,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0.33,270,90,270,0,0.33,-1,-1,-1,29
Tarek Salman Salman,24,881308800,1997-12-05,WC Qualification Asia,2022,Midfielder,Qatar,450,270,180,Qatar,5,3,2,0,0,0,0,0,0,0,0,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0.2,450,90,450,0,0.2,337,284,-1,24
Tareq Zeyad Jaber Khattab,30,705135600,1992-05-06,WC Qualification Asia,2022,Defender,Jordan,450,360,90,Jordan,5,4,1,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0.4,225,90,0,0,0,341,349,37,28
Tariq Ahmed Mohamed Hassan,34,574156800,1988-03-12,WC Qualification Asia,2022,Midfielder,UAE,43,12,31,UAE,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.09,0,2.09,7.5,0,43,0,0,22,0,0,0,-1,-1,-1,12
Tariq Kazi,21,970902000,2000-10-07,WC Qualification Asia,2022,Defender,Bangladesh,270,270,0,Finland,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,1.67,54,90,270,0,0.33,-1,-1,-1,7
Tatsuhiro Sakamoto,25,845967600,1996-10-22,WC Qualification Asia,2022,Midfielder,Japan,134,134,0,Japan,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.67,134,67,0,0,0,-1,-1,-1,29
Tawfiq Ali Abuhammad,31,658051200,1990-11-08,WC Qualification Asia,2022,Goalkeeper,Palestine,180,0,180,Palestine,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,12
Tawhidul Alam Sabuz,31,653295600,1990-09-14,WC Qualification Asia,2022,Forward,Bangladesh,24,0,24,Bangladesh,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-1,-1,-1,24
Teerasil Dangda,34,581583600,1988-06-06,WC Qualification Asia,2022,Forward,Thailand,270,90,180,Thailand,3,1,2,1,1,0,0,0,0,0,0,1,0,1,3,1,2,2,0,0.33,0,0.33,1,0,270,1,90,90,135,0,0.67,-1,-1,-1,2
Tej Tamang,24,887443200,1998-02-14,WC Qualification Asia,2022,Midfielder,Nepal,105,89,16,Nepal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.71,53,35,0,0,0,-1,-1,-1,12
Teja Paku Alam,28,763632000,1994-03-14,WC Qualification Asia,2022,Goalkeeper,Indonesia,0,0,0,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Temurkhuja Abdukholikov,30,685782000,1991-09-25,WC Qualification Asia,2022,Forward,Uzbekistan,41,41,0,Uzbekistan,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,-1,-1,23
Temuujin Altansukh,25,852796800,1997-01-09,WC Qualification Asia,2022,Midfielder,Mongolia,5,5,0,Mongolia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,5,5,0,0,0,-1,-1,-1,14
Tenzin Dorji,25,871887600,1997-08-18,WC Qualification Asia,2022,Defender,Bhutan,30,0,30,Bhutan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,30,30,0,0,0,-1,-1,-1,15
Tes Sambath,21,972025200,2000-10-20,WC Qualification Asia,2022,Forward,Cambodia,140,52,88,Cambodia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,5.79,16,47,0,0,0,-1,-1,-1,11
Th. Bipin Singh,27,794822400,1995-03-10,WC Qualification Asia,2022,Forward,India,130,84,46,India,3,2,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1.38,65,43,0,0,0,-1,-1,-1,4
Thaer Krouma,32,633945600,1990-02-02,WC Qualification Asia,2022,Midfielder,Syria,946,360,586,Syria,11,4,7,0,0,0,0,0,0,0,0,3,0,3,12,7,5,1,0,0,0,0,0,0,0,1.14,79,86,946,0,0.1,285,195,-1,50
Than Win Thein,30,691056000,1991-11-25,WC Qualification Asia,2022,Midfielder,Myanmar,256,136,120,Myanmar,4,2,2,0,0,0,0,0,0,0,0,0,0,0,17,10,7,1,0,0,0,0,0,0,0,5.98,15,64,256,0,0.35,-1,-1,-1,20
Thanassis Papadimitriou,30,701769600,1992-03-28,WC Qualification Asia,2022,Defender,Indonesia,525,345,180,Greece,6,4,2,1,0,1,0,0,0,0,1,0,0,0,18,12,6,0,0,0.17,0,0.17,0,0.5,525,3.09,29,88,0,0,0,168,535,209,3
Thanawat Suengchitthawon,22,947318400,2000-01-08,WC Qualification Asia,2022,Midfielder,Thailand,162,162,0,France,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.67,54,81,0,0,0,-1,-1,-1,15
Thanh Bình Nguyễn,21,973152000,2000-11-02,WC Qualification Asia,2022,Defender,Vietnam,127,19,108,Vietnam,4,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0.71,0,0.71,0,0.83,127,1.42,64,32,0,0,0,-1,-1,-1,7
Thành Chung Nguyễn,25,873702000,1997-09-08,WC Qualification Asia,2022,Midfielder,Vietnam,497,363,134,Vietnam,8,6,2,0,0,0,0,0,0,0,0,1,1,0,8,3,5,3,0,0,0,0,0,0,0,1.45,62,62,166,0,0.54,507,539,-1,26
Thanh Minh Hồ,22,949910400,2000-02-07,WC Qualification Asia,2022,Forward,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Thanh Thịnh Đỗ,24,903423600,1998-08-18,WC Qualification Asia,2022,Midfielder,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Theerathon Bunmathan,32,634291200,1990-02-06,WC Qualification Asia,2022,Defender,Thailand,344,180,164,Thailand,4,2,2,1,0,1,0,0,0,1,1,3,1,2,1,1,0,1,0,0.26,0,0.26,0,0.55,344,0.26,344,86,344,0,0.26,105,490,18,3
Thipphachanh Inthavong,26,840438000,1996-08-19,WC Qualification Asia,2022,Defender,Laos,180,90,90,Laos,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,10
Thitipan Puangchan,29,746866800,1993-09-01,WC Qualification Asia,2022,Midfielder,Thailand,264,174,90,Thailand,4,3,1,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1.02,88,66,0,0,0,-1,-1,-1,30
Tholaal Hassan,32,638870400,1990-03-31,WC Qualification Asia,2022,Goalkeeper,Maldives,0,0,0,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Thomas Deng,25,858844800,1997-03-20,WC Qualification Asia,2022,Defender,Australia,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Thu Aung,26,832748400,1996-05-22,WC Qualification Asia,2022,Forward,Myanmar,429,249,180,Myanmar,5,3,2,1,1,0,0,0,0,0,0,1,1,0,13,5,8,0,0,0.21,0,0.21,0.36,0,429,2.73,33,86,0,0,0,136,298,-1,3
Tian Ming,27,797324400,1995-04-08,WC Qualification Asia,2022,Forward,China,38,22,16,China,3,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,38,0,2.37,-1,-1,-1,20
Tianyi Gao,24,899276400,1998-07-01,WC Qualification Asia,2022,Midfielder,China,0,0,0,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tianyu Guo,23,920620800,1999-03-05,WC Qualification Asia,2022,Forward,China,0,0,0,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tiến Dũng Bùi,26,812617200,1995-10-02,WC Qualification Asia,2022,Defender,Vietnam,1257,645,612,Vietnam,15,8,7,0,0,0,0,0,0,0,0,5,4,1,15,2,13,0,0,0,0,0,0,0,0,1.07,84,84,0,0,0,514,548,112,34
Tiến Linh Nguyễn,24,877330800,1997-10-20,WC Qualification Asia,2022,Forward,Vietnam,1118,590,528,Vietnam,15,8,7,8,3,5,0,0,0,0,0,4,3,1,14,3,11,1,0,0.64,0,0.64,0.46,0.85,140,1.13,80,75,1118,0,0.08,23,541,-1,1
Ting-yang Chen,29,717663600,1992-09-28,WC Qualification Asia,2022,Defender,Taiwan,720,360,360,Taiwan,8,4,4,0,0,0,0,0,0,0,0,0,0,0,34,13,21,0,0,0,0,0,0,0,0,4.25,21,90,0,0,0,349,292,221,31
Tokhir Maladustov,22,968742000,2000-09-12,WC Qualification Asia,2022,Forward,Tajikistan,4,4,0,Tajikistan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,16
Tom Rogić,29,724492800,1992-12-16,WC Qualification Asia,2022,Midfielder,Australia,546,223,323,Australia,7,3,4,1,1,0,2,2,0,0,0,4,2,2,3,1,2,0,0,0.49,0.33,0.16,0.4,0,546,0.49,182,78,0,273,0,172,9,-1,14
Topu Barman,27,787910400,1994-12-20,WC Qualification Asia,2022,Defender,Bangladesh,349,270,79,Bangladesh,4,3,1,1,1,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0.26,0,0.26,0.33,0,349,2.32,39,87,0,0,0,109,180,184,2
Travis Nicklaw,28,756460800,1993-12-21,WC Qualification Asia,2022,Midfielder,Guam,720,270,450,Guam,8,3,5,1,0,1,0,0,0,0,0,0,0,0,24,8,16,1,0,0.13,0,0.13,0,0.2,720,3,30,90,720,0,0.13,194,400,-1,5
Trent Sainsbury,30,694598400,1992-01-05,WC Qualification Asia,2022,Defender,Australia,1255,630,625,Australia,14,7,7,1,1,0,0,0,0,0,0,7,4,3,8,3,5,0,0,0.07,0,0.07,0.14,0,1255,0.57,157,90,0,0,0,230,244,55,17
Tristan Do,29,728467200,1993-01-31,WC Qualification Asia,2022,Defender,Thailand,281,108,173,Thailand,4,2,2,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,0,0,0,0,0,0,0,0.64,141,70,281,0,0.32,519,489,64,33
Trọng Hoàng Nguyễn,33,608540400,1989-04-14,WC Qualification Asia,2022,Midfielder,Vietnam,796,360,436,Vietnam,9,4,5,0,0,0,0,0,0,0,0,4,3,1,9,1,8,2,0,0,0,0,0,0,0,1.02,88,88,398,0,0.23,501,545,-1,32
Trọng Hùng Nguyễn,24,875862000,1997-10-03,WC Qualification Asia,2022,Midfielder,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tsagaantsooj Enkhtur,31,676278000,1991-06-07,WC Qualification Asia,2022,Forward,Mongolia,0,0,0,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tsedenbal Norjmoo,33,590050800,1988-09-12,WC Qualification Asia,2022,Midfielder,Mongolia,609,339,270,Mongolia,7,4,3,2,1,1,0,0,0,1,0,2,2,0,12,3,9,1,0,0.3,0,0.3,0.27,0.33,305,1.77,51,87,609,0,0.15,92,458,-1,1
Tsend-Ayush Khurelbaatar,32,635673600,1990-02-22,WC Qualification Asia,2022,Midfielder,Mongolia,877,448,429,Mongolia,10,5,5,0,0,0,0,0,0,0,0,3,2,1,26,14,12,1,0,0,0,0,0,0,0,2.67,34,88,877,0,0.1,416,382,-1,33
Tshering Dendup,28,765442800,1994-04-04,WC Qualification Asia,2022,Goalkeeper,Bhutan,90,90,0,Bhutan,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,2
Tshering Dorji,27,810802800,1995-09-11,WC Qualification Asia,2022,Midfielder,Bhutan,180,90,90,Bhutan,2,1,1,1,1,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0.5,0,0.5,1,0,180,2,45,90,0,0,0,-1,-1,-1,1
Tsun Dai,23,932886000,1999-07-25,WC Qualification Asia,2022,Midfielder,China,227,44,183,Hong Kong,4,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1.59,57,57,0,0,0,-1,-1,-1,22
Tsz Chun Law,25,857289600,1997-03-02,WC Qualification Asia,2022,Defender,Hong Kong,299,148,151,Hong Kong,5,3,2,0,0,0,0,0,0,0,0,2,2,0,6,2,4,1,0,0,0,0,0,0,0,1.81,50,60,299,0,0.3,336,132,171,6
Tuấn Anh Nguyễn,27,800607600,1995-05-16,WC Qualification Asia,2022,Midfielder,Vietnam,776,510,266,Vietnam,12,8,4,0,0,0,0,0,0,0,0,5,4,1,6,3,3,1,0,0,0,0,0,0,0,0.7,129,65,776,0,0.12,511,544,-1,31
Tuấn Mạnh Nguyễn,32,649407600,1990-07-31,WC Qualification Asia,2022,Goalkeeper,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tuguldur Galt,27,801990000,1995-06-01,WC Qualification Asia,2022,Defender,Mongolia,180,90,90,Mongolia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,14,11,3,1,0,0,0,0,0,0,0,7,13,90,180,0,0.5,-1,-1,-1,7
Tuguldur Munkh-Erdene,27,799916400,1995-05-08,WC Qualification Asia,2022,Midfielder,Mongolia,44,0,44,Mongolia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,34
Tumur-Ochir Tserendovdon,31,675500400,1991-05-29,WC Qualification Asia,2022,Forward,Mongolia,0,0,0,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Turbat Daginaa,30,712566000,1992-07-31,WC Qualification Asia,2022,Defender,Mongolia,630,360,270,Mongolia,7,4,3,0,0,0,0,0,0,0,0,2,2,0,12,3,9,2,0,0,0,0,0,0,0,1.71,53,90,315,0,0.29,253,166,162,21
Tursunaly Rustamov,32,633772800,1990-01-31,WC Qualification Asia,2022,Midfielder,Kyrgyzstan,289,110,179,Kyrgyzstan,6,2,4,1,0,1,0,0,0,0,0,1,1,0,4,1,3,1,0,0.31,0,0.31,0,0.5,289,1.25,72,48,289,0,0.31,85,445,-1,8
Tutul Hosain Badsha,23,934441200,1999-08-12,WC Qualification Asia,2022,Defender,Bangladesh,270,90,180,Bangladesh,3,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,32
Tuyên Quang Vũ,27,804927600,1995-07-05,WC Qualification Asia,2022,Goalkeeper,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tyias Browning,28,770022000,1994-05-27,WC Qualification Asia,2022,Defender,China,945,495,450,England,11,6,5,0,0,0,0,0,0,0,0,2,1,1,16,5,11,0,0,0,0,0,0,0,0,1.52,59,86,0,0,0,261,177,151,25
Tzu-Kuei Hung,29,738918000,1993-06-01,WC Qualification Asia,2022,Midfielder,Taiwan,406,270,136,Taiwan,5,3,2,0,0,0,0,0,0,0,0,0,0,0,23,11,12,0,0,0,0,0,0,0,0,5.1,18,81,0,0,0,347,290,-1,28
Udanta Kumam Singh,26,834735600,1996-06-14,WC Qualification Asia,2022,Forward,India,540,224,316,India,7,3,4,0,0,0,0,0,0,0,0,2,0,2,4,2,2,0,0,0,0,0,0,0,0,0.67,135,77,0,0,0,470,483,-1,27
Udaya Keerthi Kumara,34,564393600,1987-11-20,WC Qualification Asia,2022,Midfielder,Sri Lanka,0,0,0,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Udom Prak Mony,28,764496000,1994-03-24,WC Qualification Asia,2022,Forward,Cambodia,365,112,253,Cambodia,6,2,4,0,0,0,0,0,0,0,0,1,1,0,14,0,14,0,0,0,0,0,0,0,0,3.45,26,61,0,0,0,436,409,-1,17
Umar Eshmuradov,29,723110400,1992-11-30,WC Qualification Asia,2022,Defender,Uzbekistan,136,90,46,Uzbekistan,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,-1,-1,-1,14
Umer Hayat,25,845967600,1996-10-22,WC Qualification Asia,2022,Defender,Pakistan,178,88,90,Pakistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.52,59,89,0,0,0,-1,-1,-1,4
Unknown Player,37,495097200,1985-09-09,WC Qualification Asia,2022,Midfielder,Sri Lanka,426,246,180,International,5,3,2,0,0,0,0,0,0,0,0,1,1,0,15,4,11,0,0,0,0,0,0,0,0,3.17,28,85,0,0,0,419,350,-1,11
Usukhbayar Sukhbaatar,26,819532800,1995-12-21,WC Qualification Asia,2022,Defender,Mongolia,0,0,0,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Uuganbat Bat-Erdene,25,855475200,1997-02-09,WC Qualification Asia,2022,Defender,Mongolia,0,0,0,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Vagiz Galiulin,34,560847600,1987-10-10,WC Qualification Asia,2022,Midfielder,Uzbekistan,68,0,68,Uzbekistan,2,0,2,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,3.97,23,34,0,0,0,-1,-1,-1,13
Vahdat Hanonov,22,964508400,2000-07-25,WC Qualification Asia,2022,Defender,Tajikistan,270,180,90,Tajikistan,3,2,1,0,0,0,0,0,0,0,0,2,2,0,4,0,4,2,0,0,0,0,0,0,0,1.33,68,90,135,0,0.67,-1,-1,-1,14
Vahid Amiri,34,575971200,1988-04-02,WC Qualification Asia,2022,Midfielder,Iran,1044,518,526,Iran,14,6,8,1,1,0,1,0,1,0,0,8,4,4,5,2,3,0,0,0.17,0.09,0.09,0.17,0,1044,0.43,209,75,0,1044,0,214,68,-1,12
Valerii Kichin,29,718873200,1992-10-12,WC Qualification Asia,2022,Defender,Kyrgyzstan,360,270,90,Kyrgyzstan,4,3,1,1,1,0,0,0,0,0,0,1,1,0,4,3,1,1,0,0.25,0,0.25,0.33,0,360,1,90,90,360,0,0.25,116,273,103,7
Valery Kashuba,37,463993200,1984-09-14,WC Qualification Asia,2022,Goalkeeper,Kyrgyzstan,0,0,0,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Valijon Rahmov,27,792921600,1995-02-16,WC Qualification Asia,2022,Goalkeeper,Uzbekistan,0,0,0,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Văn Cường Phạm,32,648370800,1990-07-19,WC Qualification Asia,2022,Goalkeeper,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Văn Hậu Đoàn,23,924505200,1999-04-19,WC Qualification Asia,2022,Defender,Vietnam,538,281,257,Vietnam,8,4,4,0,0,0,1,0,1,0,0,5,4,1,5,0,5,1,0,0.17,0.17,0,0,0,0,0.84,108,67,538,538,0.17,505,37,83,21
Văn Kiên Trần,26,831970800,1996-05-13,WC Qualification Asia,2022,Midfielder,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Văn Lâm Đặng,29,745225200,1993-08-13,WC Qualification Asia,2022,Goalkeeper,Vietnam,540,360,180,Vietnam,7,4,3,0,0,0,0,0,0,0,0,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0.33,270,77,0,0,0,515,550,29,13
Văn Thanh Vũ,26,829465200,1996-04-14,WC Qualification Asia,2022,Midfielder,Vietnam,732,348,384,Vietnam,11,5,6,1,1,0,0,0,0,0,0,1,1,0,14,3,11,1,0,0.12,0,0.12,0.26,0,732,1.72,52,67,732,0,0.12,204,536,-1,8
Văn Thiết Trương,27,802508400,1995-06-07,WC Qualification Asia,2022,Defender,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Văn Toản Nguyễn,22,943603200,1999-11-26,WC Qualification Asia,2022,Goalkeeper,Vietnam,90,0,90,Vietnam,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,16
Văn Toàn Nguyễn,26,829292400,1996-04-12,WC Qualification Asia,2022,Forward,Vietnam,602,378,224,Vietnam,15,8,7,0,0,0,0,0,0,0,0,5,4,1,2,1,1,1,0,0,0,0,0,0,0,0.3,301,40,602,0,0.15,509,542,-1,29
Văn Xuân Lê,23,920102400,1999-02-27,WC Qualification Asia,2022,Defender,Vietnam,62,16,46,Vietnam,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.9,31,31,0,0,0,-1,-1,-1,14
Văn Đại Lê,26,838969200,1996-08-02,WC Qualification Asia,2022,Defender,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Văn Đại Ngân,30,697622400,1992-02-09,WC Qualification Asia,2022,Forward,Vietnam,0,0,0,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Văn Đức Phan,26,829206000,1996-04-11,WC Qualification Asia,2022,Midfielder,Vietnam,509,206,303,Vietnam,11,5,6,1,1,0,0,0,0,0,0,1,1,0,9,1,8,2,0,0.18,0,0.18,0.44,0,509,1.59,57,46,255,0,0.35,159,214,-1,5
